provider_id,provider_name,specialty,cohort_key,practice_setting,kl_divergence,cosine_distance,drift_flag,estimated_exposure
PRV0038,Christopher Harrison,Internal Medicine,Internal Medicine | full_time,full_time,0.001092,0.000964,False,70822.57
PRV0158,Elizabeth Foster,Pulmonology,Pulmonology | full_time,full_time,0.001082,0.000888,False,112286.86
PRV0200,Michael Shelton,Emergency Medicine,Emergency Medicine | full_time,full_time,0.001046,0.000646,False,96070.88
PRV0161,Lisa Cooper DVM,Emergency Medicine,Emergency Medicine | full_time,full_time,0.001028,0.000629,False,107658.37
PRV0177,Beth Hernandez,Emergency Medicine,Emergency Medicine | full_time,full_time,0.000995,0.000518,False,107741.34
PRV0170,Justin Pittman,Psychiatry,Psychiatry | full_time,full_time,0.000977,0.001031,False,53826.62
PRV0203,Joseph Townsend,Neurology,Neurology | full_time,full_time,0.000957,0.000799,False,121723.96
PRV0026,Dawn Jones,OB/GYN,OB/GYN | full_time,full_time,0.000926,0.000542,False,110607.89
PRV0202,Mark Rhodes,Ophthalmology,Ophthalmology | full_time,full_time,0.000914,0.000658,False,125186.26
PRV0190,Margaret Carr,Emergency Medicine,Emergency Medicine | full_time,full_time,0.000882,0.00059,False,126398.21
PRV0237,Andrew Sanchez,Emergency Medicine,Emergency Medicine | full_time,full_time,0.000842,0.000728,False,113425.63
PRV0224,Joshua Flores,Emergency Medicine,Emergency Medicine | full_time,full_time,0.000824,0.000497,False,88985.14
PRV0082,Margaret Mueller,Ophthalmology,Ophthalmology | full_time,full_time,0.000786,0.000355,False,128007.12
PRV0057,Nancy Smith,Emergency Medicine,Emergency Medicine | full_time,full_time,0.000776,0.000442,False,121927.04
PRV0275,Amy Silva,Emergency Medicine,Emergency Medicine | full_time,full_time,0.000773,0.000488,False,98281.39
PRV0297,Scott Johnson,Emergency Medicine,Emergency Medicine | full_time,full_time,0.000772,0.000492,False,110434.16
PRV0041,Kimberly Norman,OB/GYN,OB/GYN | full_time,full_time,0.000762,0.000737,False,112685.36
PRV0243,Austin Jenkins,Family Medicine,Family Medicine | full_time,full_time,0.000756,0.00075,False,77949.38
PRV0084,Danny Lopez,Neurology,Neurology | full_time,full_time,0.000747,0.000602,False,2501955.96
PRV0294,Connie Huber,Emergency Medicine,Emergency Medicine | full_time,full_time,0.000746,0.000467,False,113853.64
PRV0127,Brian Lopez,Radiology,Radiology | full_time,full_time,0.000698,0.000695,False,267131.3
PRV0255,Daniel Wright,Ophthalmology,Ophthalmology | full_time,full_time,0.000686,0.000239,False,115910.78
PRV0193,Robert Gray,Endocrinology,Endocrinology | full_time,full_time,0.000609,0.000397,False,43029.32
PRV0151,Diane Gonzales,Endocrinology,Endocrinology | full_time,full_time,0.000603,0.000551,False,54310.34
PRV0182,Desiree Parker,Endocrinology,Endocrinology | full_time,full_time,0.000565,0.000519,False,53539.38
PRV0189,Bonnie Mitchell,Family Medicine,Family Medicine | full_time,full_time,0.000537,0.000462,False,78478.79
PRV0188,Douglas Lowe,Endocrinology,Endocrinology | full_time,full_time,0.000497,0.000409,False,40098.66
PRV0021,William Rice,Emergency Medicine,Emergency Medicine | full_time,full_time,0.000489,0.000311,False,115186.73
PRV0090,Joshua Terry,Endocrinology,Endocrinology | full_time,full_time,0.000484,0.000442,False,48132.45
PRV0269,David White,Emergency Medicine,Emergency Medicine | full_time,full_time,0.000394,0.000322,False,97860.94
PRV0024,Katherine Goodwin,Emergency Medicine,Emergency Medicine | full_time,full_time,0.000372,0.000258,False,118417.08
PRV0078,Amy Gill,Ophthalmology,Ophthalmology | full_time,full_time,0.00035,0.000384,False,121869.4
PRV0032,Mark Reed,Family Medicine,Family Medicine | full_time,full_time,0.000349,0.000314,False,68820.41
PRV0194,Cathy Chen,Endocrinology,Endocrinology | full_time,full_time,0.000314,0.000247,False,41387.39
PRV0088,Ronald Nguyen DDS,Gastroenterology,Gastroenterology | full_time,full_time,0.000299,0.000249,False,132112.4
PRV0008,Rebecca Alvarado,Psychiatry,Psychiatry | full_time,full_time,0.000297,0.000329,False,1029713.58
PRV0025,Heather Grant,Emergency Medicine,Emergency Medicine | full_time,full_time,0.000288,0.0002,False,120907.16
PRV0045,Robert Miller,Endocrinology,Endocrinology | full_time,full_time,0.000257,0.000247,False,42651.28
PRV0215,Gerald Russell,OB/GYN,OB/GYN | full_time,full_time,0.000242,0.000237,False,123607.75
PRV0052,Lauren Garcia,Endocrinology,Endocrinology | full_time,full_time,0.000184,0.000124,False,48940.12
PRV0060,Robert Nunez,Endocrinology,Endocrinology | full_time,full_time,0.000121,8.8e-05,False,49162.18
